Semester,Year,Instructor,Dept,Course ID,Course Name,Section,Type,Responses,Enrollment,Resp. Rate %,1: Hrs Per Week 9,2: Interest in student learning,3: Explain course requirements,4: Clear learning goals,5: Feedback to students,6: Importance of subject,7: Explains subject matter ,8: Show respect for students,9: Overall teaching,10: Overall course,,,,,,,,,,,
Spring,2008,L. CARLEY,ECE,18723,RFIC DESGN IMPLEMENT,1,Lect,8,12,67%,4.57,4.63,,,,,,,,,,,,,,,,,,,
Spring,2008,ADRIAN PERRIG,ECE,18731,NETWORK SECURITY,A,Lect,23,45,51%,4.26,4.48,,,,,,,,,,,,,,,,,,,
Spring,2008,ADRIAN PERRIG,ECE,18731,NETWORK SECURITY,P,Lect,3,4,75%,4.33,4.67,,,,,,,,,,,,,,,,,,,
Spring,2008,VIRGIL GLIGOR,ECE,18733,APPLIED CRYPTOGRAPHY,1,Lect,5,10,50%,3.8,4.2,,,,,,,,,,,,,,,,,,,
Spring,2008,"SIEWIOREK, D. (co-taught)",ECE,18745,RAP PROTYP COMP SYS,A,Lect,6,14,43%,2.67,2.33,,,,,,,,,,,,,,,,,,,
Spring,2008,"SMAILAGIC, A. (co-taught)",ECE,18745,RAP PROTYP COMP SYS,A,Lect,6,14,43%,3.17,3.67,,,,,,,,,,,,,,,,,,,
Spring,2008,GREGORY GANGER,ECE,18746,ADV STORAGE SYSTEMS,A,Lect,15,25,60%,4.8,4.87,,,,,,,,,,,,,,,,,,,
Spring,2008,JOSE MOURA,ECE,18752,ESTIM DETECT IDENT,A,Lect,8,9,89%,4.25,4.5,,,,,,,,,,,,,,,,,,,
Spring,2008,ROHIT NEGI,ECE,18753,INFRMTN THRY & CODNG,A,Lect,12,16,75%,4.5,4.92,,,,,,,,,,,,,,,,,,,
Spring,2008,HYONG KIM,ECE,18757,NTWRK MGMT & CONTROL,A,Lect,2,4,50%,5,4.5,,,,,,,,,,,,,,,,,,,
Spring,2008,OZAN TONGUZ,ECE,18759,WIRELESS NETWORKS,A,Lect,15,15,100%,3.8,3.93,,,,,,,,,,,,,,,,,,,
Spring,2008,RADU MARCULESCU,ECE,18766,ART SCI SYS LVL DSGN,1,Lect,8,10,80%,4.63,4.63,,,,,,,,,,,,,,,,,,,
Spring,2008,DAVID CASASENT,ECE,18793,OPTCL IMAGE RAD PRO,A,Lect,4,6,67%,3.75,3.75,,,,,,,,,,,,,,,,,,,
Spring,2008,MARIOS SAVVIDES,ECE,18794,PATTERN RECOGNTN THY,A,Lect,14,24,58%,4.43,4.71,,,,,,,,,,,,,,,,,,,
Spring,2008,TSUHAN CHEN,ECE,18798,IMAGE VIDEO MULTIMED,A,Lect,6,11,55%,4.67,5,,,,,,,,,,,,,,,,,,,
Spring,2008,JELENA KOVACEVIC,ECE,18799,SP TPC SIGNAL PROCSS,G,Lect,9,9,100%,4.33,5,,,,,,,,,,,,,,,,,,,
Spring,2008,RAGUNATHAN RAJKUMAR,ECE,18842,DISTRIBUTED SYSTEMS,A,Lect,40,61,66%,3.95,3.75,,,,,,,,,,,,,,,,,,,
Spring,2008,RAGUNATHAN RAJKUMAR,ECE,18842,DISTRIBUTED SYSTEMS,P,Lect,5,10,50%,4,4.2,,,,,,,,,,,,,,,,,,,
Spring,2008,XIN LI,ECE,18869,SPCL TOPICS IN CAD,A,Lect,15,15,100%,4.73,4.87,,,,,,,,,,,,,,,,,,,
Spring,2008,"ILIC, M. (co-taught)",ECE,18875,ENG ECON EL ENGY SYS,1,Lect,14,22,64%,3.71,3.64,,,,,,,,,,,,,,,,,,,
Spring,2008,"LAVE, L. (co-taught)",ECE,18875,ENG ECON EL ENGY SYS,1,Lect,14,22,64%,3.86,4.07,,,,,,,,,,,,,,,,,,,
Spring,2008,BRUNO SINOPOLI,ECE,18879,SP TP SYSTMS CONTROL,S,Lect,5,6,83%,4,4.4,,,,,,,,,,,,,,,,,,,
Spring,2008,MARK KIELER,EPP,19101,INTRO ENGR & PUB POL,1,Lect,36,96,38%,3.46,4.03,,,,,,,,,,,,,,,,,,,
Spring,2008,RAHUL TONGIA,EPP,19211,ETHCS POLICY CMPTNG,A,Lect,3,10,30%,4.67,4.67,,,,,,,,,,,,,,,,,,,
Spring,2008,"MATTHEWS, H. (co-taught)",EPP,19451,EPP PROJECT,A,Lect,7,16,44%,4.43,4.86,,,,,,,,,,,,,,,,,,,
Spring,2008,"FISCHBECK, P. (co-taught)",EPP,19451,EPP PROJECT,A,Lect,7,16,44%,4.43,4.71,,,,,,,,,,,,,,,,,,,
Spring,2008,"FLORIG, H. (co-taught)",EPP,19451,EPP PROJECT,B,Lect,5,10,50%,3.4,4,,,,,,,,,,,,,,,,,,,
Spring,2008,"CASMAN, E. (co-taught)",EPP,19451,EPP PROJECT,B,Lect,5,10,50%,3.4,3,,,,,,,,,,,,,,,,,,,
Spring,2008,"MICHALEK, J. (co-taught)",EPP,19484,DEC TLS ENG DES ENTR,A,Lect,3,3,100%,4,4.33,,,,,,,,,,,,,,,,,,,
Spring,2008,"FUCHS, E. (co-taught)",EPP,19484,DEC TLS ENG DES ENTR,A,Lect,3,3,100%,4,3.67,,,,,,,,,,,,,,,,,,,
Spring,2008,BENOIT MOREL,EPP,19601,INFORMATION WARFARE,A,Lect,40,90,44%,4.05,4,,,,,,,,,,,,,,,,,,,
Spring,2008,CHRIS HENDRICKSON,EPP,19614,LIFE CYCLE ASSESSMNT,A3,Lect,2,6,33%,3,3.5,,,,,,,,,,,,,,,,,,,
Spring,2008,PETER ADAMS,EPP,19626,CLIMATE SCI & POLICY,A,Lect,3,8,38%,3.33,4,,,,,,,,,,,,,,,,,,,
Spring,2008,ALLEN ROBINSON,EPP,19653,SPECIAL TOPICS,A,Lect,5,8,63%,4,4.4,,,,,,,,,,,,,,,,,,,
Spring,2008,EDEN FISHER,EPP,19680,SPECIAL TOPICS,A,Lect,5,13,38%,4.6,4.4,,,,,,,,,,,,,,,,,,,
Spring,2008,DAVID GERARD,EPP,19681,MANAGERIAL ENG ECON,A,Lect,13,25,52%,3.92,4.31,,,,,,,,,,,,,,,,,,,
Spring,2008,FRANCISCO VELOSO,EPP,19682,STRAT MGT TECH INNOV,A,Lect,10,21,48%,4.6,4.6,,,,,,,,,,,,,,,,,,,
Spring,2008,BENOIT MOREL,EPP,19706,OPTIMIZATION,A3,Lect,7,12,58%,4,4.14,,,,,,,,,,,,,,,,,,,
Spring,2008,BENOIT MOREL,EPP,19709,ST:REAL OPTIONS,A4,Lect,9,18,50%,4,4.44,,,,,,,,,,,,,,,,,,,
Spring,2008,MARVIN SIRBU,EPP,19712,TELCOM TCH POL & MGT,A,Lect,7,10,70%,4.17,3.86,,,,,,,,,,,,,,,,,,,
Spring,2008,"ILIC, M. (co-taught)",EPP,19734,ENG ECON ELC PWR SYS,1,Lect,3,5,60%,3.67,4,,,,,,,,,,,,,,,,,,,
Spring,2008,"LAVE, L. (co-taught)",EPP,19734,ENG ECON ELC PWR SYS,1,Lect,3,5,60%,3.67,4,,,,,,,,,,,,,,,,,,,
Spring,2008,MARK KIELER,EPP,19753,EPP TEACHNG PRACTCUM,1,Lect,1,3,33%,2,2,,,,,,,,,,,,,,,,,,,
Spring,2008,"MICHALEK, J. (co-taught)",EPP,19784,SPECIAL TOPICS,A,Lect,7,7,100%,4.14,4.14,,,,,,,,,,,,,,,,,,,
Spring,2008,"FUCHS, E. (co-taught)",EPP,19784,SPECIAL TOPICS,A,Lect,7,7,100%,4.14,3.43,,,,,,,,,,,,,,,,,,,
Spring,2008,NICOLAS CHRISTIN,INI,14742,SECRTY NETWRKD SYSTM,J,Lect,5,6,83%,4.8,4.8,,,,,,,,,,,,,,,,,,,
Spring,2008,"MAY, C. (co-taught)",INI,14761,APPLD INFO ASSURANCE,A,Lect,5,11,45%,3.8,4.4,,,,,,,,,,,,,,,,,,,
Spring,2008,"NOLAN, R. (co-taught)",INI,14761,APPLD INFO ASSURANCE,A,Lect,5,11,45%,3.8,4.4,,,,,,,,,,,,,,,,,,,
Spring,2008,"MAY, C. (co-taught)",INI,14761,APPLD INFO ASSURANCE,J,Lect,3,3,100%,5,5,,,,,,,,,,,,,,,,,,,
Spring,2008,"NOLAN, R. (co-taught)",INI,14761,APPLD INFO ASSURANCE,J,Lect,3,3,100%,4.67,4.67,,,,,,,,,,,,,,,,,,,
Spring,2008,DAVID LAMONT,INI,14774,MANAGERIAL ECON,G3,Lect,10,13,77%,3.6,3.6,,,,,,,,,,,,,,,,,,,
Spring,2008,DAVID LAMONT,INI,14774,MANAGERIAL ECON,P3,Lect,4,7,57%,4.25,4.25,,,,,,,,,,,,,,,,,,,
Spring,2008,DAVID LAMONT,INI,14775,BUSINESS MANAGEMENT,G4,Lect,8,13,62%,3.38,3.5,,,,,,,,,,,,,,,,,,,
Spring,2008,DAVID LAMONT,INI,14775,BUSINESS MANAGEMENT,P4,Lect,3,7,43%,3.67,4,,,,,,,,,,,,,,,,,,,
Spring,2008,KORHAN GURKAN,INI,14777,INFO SYSTM MODELNG I,A4,Lect,19,32,59%,3.37,3.68,,,,,,,,,,,,,,,,,,,
Spring,2008,ASHISH ARORA,INI,14786,INFO SECURTY RSK ANA,A3,Lect,16,28,57%,3.5,3.8,,,,,,,,,,,,,,,,,,,
Spring,2008,RAHUL TELANG,INI,14788,INFO SEC RSK POL MGT,A4,Lect,17,27,63%,3.88,4.41,,,,,,,,,,,,,,,,,,,
Spring,2008,PHILIP LEDUC,MEG,24101,FUND OF MECH ENGR,1,Lect,41,93,44%,3.49,3.93,,,,,,,,,,,,,,,,,,,
Spring,2008,ROBERT KMETZ,MEG,24201,ENGINEERING GRAPHICS,T,Lect,6,10,60%,4.33,4.5,,,,,,,,,,,,,,,,,,,
Spring,2008,SHELLEY ANNA,MEG,24231,FLUID MECHANICS,1,Lect,47,108,44%,3.55,3.26,,,,,,,,,,,,,,,,,,,
Spring,2008,PAUL STEIF,MEG,24262,STRESS ANALYSIS,1,Lect,52,117,44%,3.79,4.06,,,,,,,,,,,,,,,,,,,
Spring,2008,NANCY KOERBEL,MEG,24302,MECHNCL ENG SEM I,A,Lect,9,13,69%,2.33,3.33,,,,,,,,,,,,,,,,,,,
Spring,2008,NANCY KOERBEL,MEG,24302,MECHNCL ENG SEM I,B,Lect,3,8,38%,3,3,,,,,,,,,,,,,,,,,,,
Spring,2008,NANCY KOERBEL,MEG,24302,MECHNCL ENG SEM I,C,Lect,9,18,50%,3.11,3.44,,,,,,,,,,,,,,,,,,,
Spring,2008,YOED RABIN,MEG,24321,THRML FLDS EXPRM DES,1,Lect,55,97,57%,4.04,4.15,,,,,,,,,,,,,,,,,,,
Spring,2008,GLENN JARVIS,MEG,24341,MANUFACTUR SCIENCES,T,Lect,12,25,48%,3.17,3.33,,,,,,,,,,,,,,,,,,,
Spring,2008,BURAK OZDOGANLAR,MEG,24352,DYNMC SYS & CONTROL,A,Lect,88,90,98%,4.17,4.4,,,,,,,,,,,,,,,,,,,
Spring,2008,ROBERT REID,MEG,24356,ENGR VIBRATIONS,1,Lect,14,18,78%,3,3.5,,,,,,,,,,,,,,,,,,,
Spring,2008,KENJI SHIMADA,MEG,24370,ENGINEERING DESIGN I,A,Lect,75,81,93%,3.4,3.57,,,,,,,,,,,,,,,,,,,
Spring,2008,LEVENT KARA,MEG,24441,ENGINEERING DSIGN II,A,Lect,30,61,49%,3.2,3.53,,,,,,,,,,,,,,,,,,,
Spring,2008,MAARTEN DE BOER,MEG,24452,MECH SYSTMS EXPRMNTN,1,Lect,5,10,50%,2.8,2.6,,,,,,,,,,,,,,,,,,,
Spring,2008,MAARTEN DE BOER,MEG,24452,MECH SYSTMS EXPRMNTN,A,Lect,2,6,33%,3,3,,,,,,,,,,,,,,,,,,,
Spring,2008,MAARTEN DE BOER,MEG,24452,MECH SYSTMS EXPRMNTN,B,Lect,1,4,25%,3,3,,,,,,,,,,,,,,,,,,,
Spring,2008,YONGJIE ZHANG,MEG,24500,SPECIAL TOPICS,A,Lect,19,20,95%,4,4.05,,,,,,,,,,,,,,,,,,,
Spring,2008,KRIS DAHL,MEG,24539,ST TECH THRML FLD SC,A,Lect,4,5,80%,4.5,4.25,,,,,,,,,,,,,,,,,,,
Spring,2008,METIN SITTI,MEG,24675,MICRO/NANO ROBOT,A,Lect,25,36,69%,4.04,4.24,,,,,,,,,,,,,,,,,,,
Spring,2008,ALLEN ROBINSON,MEG,24700,SPECIAL TOPICS,A,Lect,6,10,60%,4,4.33,,,,,,,,,,,,,,,,,,,
Spring,2008,ALAN MCGAUGHEY,MEG,24701,MATH TCH MECH ENG,A,Lect,20,25,80%,4.25,4.63,,,,,,,,,,,,,,,,,,,
Spring,2008,C HIGGS,MEG,24718,COMPUTNL FLUID MECH,A,Lect,12,15,80%,4,4,,,,,,,,,,,,,,,,,,,
Spring,2008,SHI-CHUNE YAO,MEG,24736,TWO PAHSE HEAT TRANS,A,Lect,5,8,63%,4.6,4.8,,,,,,,,,,,,,,,,,,,
Spring,2008,JACK BEUTH,MEG,24752,INTRO SOLID MECH II,A,Lect,15,16,94%,4.73,4.73,,,,,,,,,,,,,,,,,,,
Spring,2008,WILLIAM MESSNER,MEG,24776,NON LINEAR CONTROL,A,Lect,22,23,96%,4.59,4.73,,,,,,,,,,,,,,,,,,,
Spring,2008,"NEUMAN, C. (co-taught)",MEG,24778,MECHATRONIC DESIGN,1,Lect,13,19,68%,4.31,4.46,,,,,,,,,,,,,,,,,,,
Spring,2008,"DOLAN, J. (co-taught)",MEG,24778,MECHATRONIC DESIGN,1,Lect,13,19,68%,4.31,4.54,,,,,,,,,,,,,,,,,,,
Spring,2008,"MICHALEK, J. (co-taught)",MEG,24784,DEC TOOLS ENG DSGN,A,Lect,6,6,100%,4.67,4.5,,,,,,,,,,,,,,,,,,,
Spring,2008,"FUCHS, E. (co-taught)",MEG,24784,DEC TOOLS ENG DSGN,A,Lect,6,6,100%,4.5,3.83,,,,,,,,,,,,,,,,,,,
Spring,2008,"HEARD, R. (co-taught)",MSE,27100,ENG MATERLS OF FUTRE,1,Lect,34,71,48%,4.35,4.56,,,,,,,,,,,,,,,,,,,
Spring,2008,"BOCKSTALLER, M. (co-taught)",MSE,27100,ENG MATERLS OF FUTRE,1,Lect,34,71,48%,3.35,3.29,,,,,,,,,,,,,,,,,,,
Spring,2008,"HEARD, R. (co-taught)",MSE,27205,MATERIALS CHARACTZTN,A,Lect,12,33,36%,4.08,4.5,,,,,,,,,,,,,,,,,,,
Spring,2008,"DEGRAEF, M. (co-taught)",MSE,27205,MATERIALS CHARACTZTN,A,Lect,12,33,36%,4.08,4.25,,,,,,,,,,,,,,,,,,,
Spring,2008,SRIDHAR SEETHARAMAN,MSE,27216,TRANSPRT IN MATERIAL,A,Lect,14,35,40%,4.36,4.57,,,,,,,,,,,,,,,,,,,
Spring,2008,KATAYUN BARMAK,MSE,27217,PHASE RELTNS & DIAGM,1,Lect,12,34,35%,4.33,4.25,,,,,,,,,,,,,,,,,,,
Spring,2008,NEWELL WASHBURN,MSE,27311,POLYMERIC BIOMATERLS,A,Lect,4,9,44%,4.33,4,,,,,,,,,,,,,,,,,,,
Spring,2008,ROBERT HEARD,MSE,27367,SELECT PERFRMC MATRL,A,Lect,12,33,36%,2.75,3,,,,,,,,,,,,,,,,,,,
Spring,2008,ELIAS TOWE,MSE,27410,COMPTTNL TECHNQS ENG,A,Lect,5,5,100%,3.4,4,,,,,,,,,,,,,,,,,,,
Spring,2008,PAUL SALVADOR,MSE,27551,PROP CERAMICS GLASS,A,Lect,6,11,55%,4,3.83,,,,,,,,,,,,,,,,,,,
Spring,2008,"LAUGHLIN, D. (co-taught)",MSE,27715,APP MAG & MAG MATRLS,A,Lect,4,9,44%,4.75,4.75,,,,,,,,,,,,,,,,,,,
Spring,2008,"MCHENRY, M. (co-taught)",MSE,27715,APP MAG & MAG MATRLS,A,Lect,4,9,44%,4.5,4.5,,,,,,,,,,,,,,,,,,,
Spring,2008,ANTHONY ROLLETT,MSE,27750,ADV CHAR MICRO ANLYS,A,Lect,7,13,54%,4,4.57,,,,,,,,,,,,,,,,,,,
Spring,2008,PAUL SALVADOR,MSE,27751,PROP CERAMICS GLASS,A,Lect,5,8,63%,3.6,3.8,,,,,,,,,,,,,,,,,,,
Spring,2008,LISA PORTER,MSE,27762,SPECIAL TOPICS,A3,Lect,4,6,67%,4,3.75,,,,,,,,,,,,,,,,,,,
Spring,2008,MARC DEGRAEF,MSE,27763,ELECTRON OPTICS,A,Lect,14,17,82%,4.64,4.86,,,,,,,,,,,,,,,,,,,
Spring,2008,JAY WHITACRE,MSE,27765,ST:MTRLS ENRGY STRGE,A,Lect,6,14,43%,4.5,4.83,,,,,,,,,,,,,,,,,,,
Spring,2008,MAREK SKOWRONSKI,MSE,27770,ELECTRON MAG OP PROP,A,Lect,6,6,100%,4,4.17,,,,,,,,,,,,,,,,,,,
Spring,2008,DAVID LAUGHLIN,MSE,27782,PHASE TRNS SOLIDS I,A,Lect,19,28,68%,4.21,4.58,,,,,,,,,,,,,,,,,,,
Semester,Year,Instructor,Dept,Course ID,Course Name,Section,Type,Responses,Enrollment,Resp. Rate %,1: Overall course,2: Overall teaching,,,,,,,,,,,,,,,,,,,
,2008,,,,Year of 2008,,,4016,6505,62%,3.86,3.98,,,,,,,,,,,,,,,,,,,
Fall,2008,STEFAN ZAPPE,BMD,42101,INTRODUCTION BIOMED,A,Lect,18,38,47%,4.06,3.67,,,,,,,,,,,,,,,,,,,
Fall,2008,JELENA KOVACEVIC,BMD,42201,PRO ISSUES IN BIOMED,A,Lect,20,24,83%,4.15,4.45,,,,,,,,,,,,,,,,,,,
Fall,2008,PHIL CAMPBELL,BMD,42202,PHYSIOLOGY,A,Lect,51,91,56%,4.12,4.29,,,,,,,,,,,,,,,,,,,
Fall,2008,CONRAD ZAPANTA,BMD,42203,BIOMED ENG LAB,B,Lect,4,8,50%,4.75,5,,,,,,,,,,,,,,,,,,,
Fall,2008,CONRAD ZAPANTA,BMD,42203,BIOMED ENG LAB,C,Lect,4,10,40%,5,4.75,,,,,,,,,,,,,,,,,,,
Fall,2008,TODD PRZYBYCIEN,BMD,42321,CELL MOLEC BIOTECH,A,Lect,4,6,67%,3.5,3,,,,,,,,,,,,,,,,,,,
Fall,2008,JAMES ANTAKI,BMD,42341,INTRO BIOMECHANICS,A,Lect,7,14,50%,2.57,2.14,,,,,,,,,,,,,,,,,,,
Fall,2008,MARK FRIEDMAN,BMD,42347,REHABILITATION ENGNG,A,Lect,5,8,63%,4.6,4.2,,,,,,,,,,,,,,,,,,,
Fall,2008,"ANTAKI, J. (co-taught)",BMD,42401,FNDTN OF BME DESIGN,A2,Lect,26,50,52%,2.92,2.6,,,,,,,,,,,,,,,,,,,
Fall,2008,"ZAPANTA, C. (co-taught)",BMD,42401,FNDTN OF BME DESIGN,A2,Lect,26,50,52%,3.15,3.96,,,,,,,,,,,,,,,,,,,
Fall,2008,JEFFREY HOLLINGER,BMD,42419,BIOMTRL HOST INTRACT,A,Lect,15,27,56%,4.13,4.07,,,,,,,,,,,,,,,,,,,
Fall,2008,CONRAD ZAPANTA,BMD,42444,MEDICAL DEVICES,A,Lect,10,16,63%,4.4,4.7,,,,,,,,,,,,,,,,,,,
Fall,2008,JAMES BURGESS,BMD,42506,SPECIAL TOPICS,A,Lect,6,13,46%,3.83,3.67,,,,,,,,,,,,,,,,,,,
Fall,2008,JAMES BURGESS,BMD,42706,GRAD SURGERY ENGINRS,A,Lect,3,5,60%,3.33,3,,,,,,,,,,,,,,,,,,,
Fall,2008,CONRAD ZAPANTA,BMD,42744,MEDICAL DEVICES,A,Lect,6,6,100%,4.5,4.5,,,,,,,,,,,,,,,,,,,
Fall,2008,IRVING OPPENHEIM,CEE,12235,STATICS,A,Lect,27,40,68%,4.15,4.33,,,,,,,,,,,,,,,,,,,
Fall,2008,JAMES GARRETT,CEE,12411,ENGINEERNG ECONOMICS,A1,Lect,26,43,60%,4.38,4.65,,,,,,,,,,,,,,,,,,,
Fall,2008,BURCU AKINCI,CEE,12611,PROJCT MNGMNT CONSTR,A,Lect,13,23,57%,3.31,3.38,,,,,,,,,,,,,,,,,,,
Fall,2008,"GARRETT, J. (co-taught)",CEE,12671,FND CONCPT COMP CEE,A,Lect,5,5,100%,4.4,4.8,,,,,,,,,,,,,,,,,,,
Fall,2008,"SOIBELMAN, L. (co-taught)",CEE,12671,FND CONCPT COMP CEE,A,Lect,5,5,100%,4.4,4.6,,,,,,,,,,,,,,,,,,,
Fall,2008,BURCU AKINCI,CEE,12711,ADV PROJ MNGMT CONST,A,Lect,23,24,96%,4.55,4.61,,,,,,,,,,,,,,,,,,,
Fall,2008,CHRIS HENDRICKSON,CEE,12713,INDL ECO SUS ENG DES,A2,Lect,18,28,64%,3.33,3.72,,,,,,,,,,,,,,,,,,,
Fall,2008,SUSAN FINGER,CEE,12744,AIS SYSTM PROJ PREP,A,Lect,8,8,100%,4.13,4.63,,,,,,,,,,,,,,,,,,,
Fall,2008,PETER ADAMS,CEE,12751,ADV TPCS AIR QUALITY,A,Lect,7,9,78%,4.57,4.71,,,,,,,,,,,,,,,,,,,
Fall,2008,JACOBO BIELAK,CEE,12755,FINITE ELEM MECH I,A,Lect,13,15,87%,4.77,4.77,,,,,,,,,,,,,,,,,,,
Fall,2008,JACOBO BIELAK,CEE,12757,VIBRTNS ELASTIC SYS,A,Lect,10,15,67%,4.89,4.9,,,,,,,,,,,,,,,,,,,
Fall,2008,KAUSHIK DAYAL,CEE,12769,ELASTICITY,A,Lect,6,8,75%,4.17,4.67,,,,,,,,,,,,,,,,,,,
Fall,2008,CHRIS HENDRICKSON,CEE,FA14-12-100,INTRO CIV & ENV ENG,A,Lect,38,67,57%,3.7,3.35,,,,,,,,,,,,,,,,,,,
Fall,2008,CRAIG MALONEY,CEE,FA14-12-335,SOIL MECHANICS,A,Lect,26,38,68%,3.08,2.62,,,,,,,,,,,,,,,,,,,
Fall,2008,KELVIN GREGORY,CEE,FA14-12-355,FLUID MECHANICS,A,Lect,24,32,75%,4.29,4.46,,,,,,,,,,,,,,,,,,,
Fall,2008,NORMA BAZAN-ARIAS,CEE,FA14-12-635,STRUCTURAL ANALYSIS,A,Lect,5,7,71%,4.4,4.4,,,,,,,,,,,,,,,,,,,
Fall,2008,PETER ADAMS,CEE,FA14-12-651,AIR QUALITY ENGIN,A,Lect,5,7,71%,4.2,4.4,,,,,,,,,,,,,,,,,,,
Fall,2008,JEANNE VANBRIESEN,CEE,FA14-12-702,FND WATER QUALTY ENG,A,Lect,6,8,75%,4.33,4.5,,,,,,,,,,,,,,,,,,,
Fall,2008,MITCHELL SMALL,CEE,FA14-12-704,PR EST MTHD ENG SYS,A,Lect,34,43,79%,3.88,3.88,,,,,,,,,,,,,,,,,,,
Fall,2008,H SCOTT MATTHEWS,CEE,FA14-12-706,CIV SYS INV PLN PRCE,A,Lect,24,31,77%,4.25,4,,,,,,,,,,,,,,,,,,,
Fall,2008,H SCOTT MATTHEWS,CEE,FA14-12-712,INTRO SUSTNBL ENGRG,A1,Lect,13,33,39%,4.31,4.62,,,,,,,,,,,,,,,,,,,
Fall,2008,DAVID DZOMBAK,CEE,FA14-12-720,WATER RESOURCE CHEM,A,Lect,8,9,89%,4,4.38,,,,,,,,,,,,,,,,,,,
Fall,2008,GREGORY LOWRY,CEE,FA14-12-725,FTE TRNS PHSCHM PROC,A,Lect,7,7,100%,4.83,4.71,,,,,,,,,,,,,,,,,,,
Fall,2008,RICHARD BRUEGGMAN,CEE,FA14-12-740,DATA ACQUISITION,A1,Lect,6,9,67%,3.83,3.83,,,,,,,,,,,,,,,,,,,
Fall,2008,LUCIO SOIBELMAN,CEE,FA14-12-741,DATA MANAGEMENT,A2,Lect,16,23,70%,4.19,4.5,,,,,,,,,,,,,,,,,,,
Fall,2008,CLIFF DAVIDSON,CEE,FA14-12-790,TEACHING WORKSHOP,A,Lect,10,11,91%,4.4,4.7,,,,,,,,,,,,,,,,,,,
Fall,2008,JEANNE VANBRIESEN,CEE,FA14-12-794,GRADUATE SEMINAR,A,Lect,28,53,53%,3.65,3.81,,,,,,,,,,,,,,,,,,,
Fall,2008,"GARRETT, J. (co-taught)",CEE,FA14-12-794,GRADUATE SEMINAR,B,Lect,24,37,65%,4,4.08,,,,,,,,,,,,,,,,,,,
Fall,2008,"FINGER, S. (co-taught)",CEE,FA14-12-794,GRADUATE SEMINAR,B,Lect,24,37,65%,4.09,4.21,,,,,,,,,,,,,,,,,,,
Fall,2008,KAUSHIK DAYAL,CEE,FA14-12-794,GRADUATE SEMINAR,C,Lect,9,17,53%,3.89,4.22,,,,,,,,,,,,,,,,,,,
Fall,2008,JAMES SCHNEIDER,CHE,6100,INTRO TO CHEM ENGR,1,Lect,52,85,61%,4.02,4.23,,,,,,,,,,,,,,,,,,,
Fall,2008,JAMES SCHNEIDER,CHE,6100,INTRO TO CHEM ENGR,A,Lect,51,85,60%,4.02,4.21,,,,,,,,,,,,,,,,,,,
Fall,2008,ROBERT TILTON,CHE,6221,THERMODYNAMICS,A,Lect,39,65,60%,3.71,4.08,,,,,,,,,,,,,,,,,,,
Fall,2008,ANDREW GELLMAN,CHE,6222,SOPH CHEM ENGNRG SEM,A,Lect,34,59,58%,2.91,3.24,,,,,,,,,,,,,,,,,,,
Fall,2008,MICHAEL DOMACH,CHE,6321,CHEM ENGR THERMDYNMC,A,Lect,36,79,46%,3.78,4,,,,,,,,,,,,,,,,,,,
Fall,2008,KRIS DAHL,CHE,6323,HEAT & MASS TRANSFER,A,Lect,32,68,47%,3.94,3.97,,,,,,,,,,,,,,,,,,,
Fall,2008,IGNACIO GROSSMANN,CHE,6421,CHEM PROCS SYS DESGN,A,Lect,40,71,56%,4.23,4.25,,,,,,,,,,,,,,,,,,,
Fall,2008,LORENZ BIEGLER,CHE,6422,CHEM REACTION ENGRNG,A,Lect,31,62,50%,3.06,2.94,,,,,,,,,,,,,,,,,,,
Fall,2008,"KITCHIN, J. (co-taught)",CHE,6423,UNIT OPERATIONS LAB,1,Lect,32,65,49%,2.91,3.22,,,,,,,,,,,,,,,,,,,
Fall,2008,"DOMACH, M. (co-taught)",CHE,6423,UNIT OPERATIONS LAB,1,Lect,32,65,49%,2.65,2.92,,,,,,,,,,,,,,,,,,,
Fall,2008,"KITCHIN, J. (co-taught)",CHE,6423,UNIT OPERATIONS LAB,A,Lect,8,22,36%,3,3.38,,,,,,,,,,,,,,,,,,,
Fall,2008,"DOMACH, M. (co-taught)",CHE,6423,UNIT OPERATIONS LAB,A,Lect,8,22,36%,2.71,2.71,,,,,,,,,,,,,,,,,,,
Fall,2008,"KITCHIN, J. (co-taught)",CHE,6423,UNIT OPERATIONS LAB,B,Lect,13,21,62%,2.77,2.92,,,,,,,,,,,,,,,,,,,
Fall,2008,"DOMACH, M. (co-taught)",CHE,6423,UNIT OPERATIONS LAB,B,Lect,13,21,62%,2.67,2.83,,,,,,,,,,,,,,,,,,,
Fall,2008,"KITCHIN, J. (co-taught)",CHE,6423,UNIT OPERATIONS LAB,D,Lect,3,22,14%,3,4,,,,,,,,,,,,,,,,,,,
Fall,2008,"DOMACH, M. (co-taught)",CHE,6423,UNIT OPERATIONS LAB,D,Lect,3,22,14%,1,1,,,,,,,,,,,,,,,,,,,
Fall,2008,"SIDES, P. (co-taught)",CHE,6608,SAFTY IN SCI/ENG PRA,A,Lect,22,37,59%,3.95,4.1,,,,,,,,,,,,,,,,,,,
Fall,2008,"SCHNEIDER, J. (co-taught)",CHE,6608,SAFTY IN SCI/ENG PRA,A,Lect,22,37,59%,4,4.24,,,,,,,,,,,,,,,,,,,
