Semester,Year,Instructor,Dept,Course ID,Course Name,Section,Type,Responses,Enrollment,Resp. Rate %,1: Hrs Per Week 8,1 : Hrs Per Week 9,2: Interest in student learning,3: Explain course requirements,4: Clear learning goals,5: Feedback to students,6: Importance of subject,7: Explains subject matter ,8: Show respect for students,9: Overall teaching,10: Overall course
Spring,2015,"MCCARTHY, M. (co-taught)",ISM,95702,DISTRIBUTED SYSTEMS,B,Lect,43,54,80%,,13.29,4,3.76,3.81,3.56,3.9,3.69,4.33,3.64,3.69
Spring,2015,"MERTZ, J. (co-taught)",ISM,95702,DISTRIBUTED SYSTEMS,C,Lect,35,49,71%,,15.26,4.49,4.4,4.29,4.11,4.4,4.37,4.63,4.2,4.31
Spring,2015,"MCCARTHY, M. (co-taught)",ISM,95702,DISTRIBUTED SYSTEMS,C,Lect,35,49,71%,,14.74,4.34,4.06,4.03,4,4.17,4.06,4.46,3.91,4.23
Spring,2015,JANUSZ SZCZYPULA,ISM,95703,DATABASE MANAGEMENT,K,Lect,25,35,71%,,13.86,4.48,4.68,4.56,4.24,4.42,4.71,4.36,4.4,4.54
Spring,2015,JANUSZ SZCZYPULA,ISM,95703,DATABASE MANAGEMENT,L,Lect,27,31,87%,,12.77,4.7,4.7,4.81,4.65,4.63,4.7,4.78,4.74,4.67
Spring,2015,JEREMY SMITH,ISM,95703,DATABASE MANAGEMENT,Z,Lect,19,30,63%,,12.63,3.89,3.89,4,3.47,3.89,3.72,4.37,3.89,3.68
Spring,2015,RIAZ ESMAIL ZADEH,ISM,95705,TELECOMMNCTNS MNGMNT,K,Lect,6,9,67%,,14.8,5,4.83,4.83,4.5,4.83,5,5,4.83,5
Spring,2015,CONSTANTINE COIS,ISM,95706,OBJ ORIENTED A & D,A3,Lect,24,35,69%,,8.58,4.54,4.61,4.5,4.25,4.67,4.58,4.75,4.42,4
Spring,2015,CONSTANTINE COIS,ISM,95706,OBJ ORIENTED A & D,B4,Lect,35,43,81%,,8.97,4.34,4.51,4.57,4.29,4.49,4.46,4.66,4.4,4.29
Spring,2015,STEPHEN ROEHRIG,ISM,95706,OBJ ORIENTED A & D,K3,Lect,20,28,71%,,9.95,3.65,3.65,3.8,3.5,3.65,3.75,4,3.7,3.45
Spring,2015,BENJAMIN ZAMZOW,ISM,95710,ECONOMIC ANALYSIS,A3,Lect,33,43,77%,,6.5,4.3,4.12,4.09,3.73,4,3.85,4.64,4.03,3.97
Spring,2015,TIONG LIM,ISM,95710,ECONOMIC ANALYSIS,K3,Lect,27,35,77%,,12.38,4.78,4.62,4.63,4.73,4.74,4.58,4.74,4.67,4.63
Spring,2015,TIONG LIM,ISM,95710,ECONOMIC ANALYSIS,L4,Lect,28,35,80%,,12.44,4.79,4.5,4.67,4.67,4.74,4.63,4.86,4.75,4.5
Spring,2015,MURLIKRISHNA VISWANATHAN,ISM,95712,OBJ ORIENT PRG JAVA,K,Lect,5,8,63%,,16,4.4,4.4,4.6,4.4,4.4,4.2,5,4,4.2
Spring,2015,LYNNE PASTOR,ISM,95715,FINANCIAL ACCOUNTING,A3,Lect,9,12,75%,,6.67,4.56,4.78,4.75,4.75,4.33,4.67,4.56,4.56,4.33
Spring,2015,LYNNE PASTOR,ISM,95715,FINANCIAL ACCOUNTING,B3,Lect,12,17,71%,,10,4.33,4.5,4.25,4.08,4.42,4.5,4.67,4.58,4.42
Spring,2015,TIONG LIM,ISM,95715,FINANCIAL ACCOUNTING,K3,Lect,32,38,84%,,14.78,4.78,4.59,4.69,4.66,4.75,4.47,4.84,4.66,4.66
Spring,2015,TIONG LIM,ISM,95715,FINANCIAL ACCOUNTING,L3,Lect,29,35,83%,,13.71,4.71,4.14,4.38,4.29,4.62,4.29,4.52,4.29,4.34
Spring,2015,LYNNE PASTOR,ISM,95715,FINANCIAL ACCOUNTING,Z3,Lect,5,9,56%,,9.2,4,4.4,4.4,3.6,4,4,4.2,4,4.4
Spring,2015,LYNNE PASTOR,ISM,95716,PRINCIPLS OF FINANCE,A4,Lect,22,22,100%,,6.95,4.23,4.55,4.59,4.27,4.36,4.5,4.32,4.5,4.36
Spring,2015,LYNNE PASTOR,ISM,95716,PRINCIPLS OF FINANCE,B4,Lect,14,14,100%,,8.5,4.71,4.86,4.93,4.29,4.71,4.79,4.86,4.71,4.57
Spring,2015,TIONG LIM,ISM,95716,PRINCIPLS OF FINANCE,K4,Lect,30,37,81%,,12.21,4.77,4.53,4.6,4.7,4.8,4.6,4.77,4.6,4.57
Spring,2015,TIONG LIM,ISM,95716,PRINCIPLS OF FINANCE,L4,Lect,28,36,78%,,12.65,4.68,4.57,4.63,4.63,4.68,4.59,4.78,4.71,4.39
Spring,2015,LYNNE PASTOR,ISM,95716,PRINCIPLS OF FINANCE,Z4,Lect,2,2,100%,,11,4,4,4,4,4,4,4,4,3.5
Spring,2015,STEFAN LABASH,ISM,95718,PROFESSIONAL SPEAKNG,A3,Lect,9,13,69%,,7,4.33,4.11,4.33,4.56,4.56,4.33,4.56,4.44,4.44
Spring,2015,STEFAN LABASH,ISM,95718,PROFESSIONAL SPEAKNG,B4,Lect,7,7,100%,,8.86,4.86,4.71,4.86,5,4.86,4.86,5,4.86,4.43
Spring,2015,STEFAN LABASH,ISM,95718,PROFESSIONAL SPEAKNG,C3,Lect,12,15,80%,,9.42,4.42,4.42,4.42,4.33,4.58,4.33,4.67,4.42,4.5
Spring,2015,STEFAN LABASH,ISM,95718,PROFESSIONAL SPEAKNG,D4,Lect,11,15,73%,,7.18,4.64,4.18,4.45,4.64,4.45,4.45,4.45,4.27,3.91
Spring,2015,STEFAN LABASH,ISM,95718,PROFESSIONAL SPEAKNG,E3,Lect,11,13,85%,,6.33,4.64,4.55,4.73,4.73,4.73,4.64,4.73,4.73,4.73
Spring,2015,STEFAN LABASH,ISM,95718,PROFESSIONAL SPEAKNG,F4,Lect,7,15,47%,,6,4.43,4.57,4.57,4.71,4.71,4.71,4.57,4.43,4.43
Spring,2015,STEFAN LABASH,ISM,95718,PROFESSIONAL SPEAKNG,G3,Lect,7,15,47%,,8.43,4.14,3.86,4.29,4.29,4.57,4.43,4.43,4.29,4.43
Spring,2015,STEFAN LABASH,ISM,95718,PROFESSIONAL SPEAKNG,H4,Lect,11,12,92%,,5.67,4.27,4.09,4.27,4.36,4.1,4.09,4.4,4.18,3.73
Spring,2015,ARI LIGHTMAN,ISM,95722,DIGITAL TRANSFORMATN,A3,Lect,27,40,68%,,7.81,3.96,3.85,3.56,3.37,3.81,3.65,4.27,3.78,3.33
Spring,2015,ARI LIGHTMAN,ISM,95722,DIGITAL TRANSFORMATN,B4,Lect,25,27,93%,,9.52,4.6,4.52,4.4,4.28,4.52,4.56,4.68,4.6,4.4
Spring,2015,ARI LIGHTMAN,ISM,95722,DIGITAL TRANSFORMATN,C3,Lect,37,40,93%,,9,4.41,4.16,3.97,3.92,3.97,3.89,4.59,4.28,3.89
Spring,2015,ARI LIGHTMAN,ISM,95722,DIGITAL TRANSFORMATN,D4,Lect,17,17,100%,,8.18,3.94,3.71,3.71,3.65,4,4.06,4.35,4.18,3.71
Spring,2015,RIAZ ESMAIL ZADEH,ISM,95722,DIGITAL TRANSFORMATN,L4,Lect,19,24,79%,,9,4.21,4.32,4.26,4.05,4.37,4.26,4.37,4.32,4
Spring,2015,VIBHANSHU ABHISHEK,ISM,95723,MANG DISRUPT TECH,A,Lect,33,42,79%,,10.27,3.33,2.91,2.81,2.88,2.85,3.03,3.52,2.85,2.33
Spring,2015,VIBHANSHU ABHISHEK,ISM,95723,MANG DISRUPT TECH,B,Lect,33,49,67%,,8.84,3.48,2.97,2.88,3.15,3.06,3.15,3.91,3.12,2.53
Spring,2015,PEDRO FERREIRA,ISM,95723,MANG DISRUPT TECH,C,Lect,40,52,77%,,7.47,2.92,2.63,2.57,2.73,2.92,2.73,3.38,2.83,2.38
Spring,2015,PEDRO FERREIRA,ISM,95723,MANG DISRUPT TECH,D,Lect,39,49,80%,,8.84,2.82,2.62,2.67,2.85,2.61,2.55,3.21,2.7,2.18
Spring,2015,MICHAEL SMITH,ISM,95732,MKTG & DIGITAL STRAT,A4,Lect,27,33,82%,,6.56,4.81,4.7,4.7,4.56,4.63,4.67,4.81,4.81,4.67
Spring,2015,MICHAEL SMITH,ISM,95732,MKTG & DIGITAL STRAT,B4,Lect,15,20,75%,,9.57,5,4.87,4.87,4.6,4.8,4.87,4.87,4.87,4.87
Spring,2015,MICHAEL MCCARTHY,ISM,95733,INTERNET TCHNOLOGIES,A3,Lect,19,24,79%,,15.72,4.21,4.26,4.16,4.11,4.16,4.16,4.42,4.11,4.11
Spring,2015,RANDALL TRZECIAK,ISM,95736,ADV REL DATABASE MGT,A3,Lect,24,29,83%,,11.23,4.33,4.38,4.5,4.38,4.33,4.54,4.58,4.5,4.22
Spring,2015,RANDALL TRZECIAK,ISM,95737,NOSQL DATABASE MGT,A4,Lect,23,35,66%,,8.9,4.74,4.7,4.65,4.61,4.65,4.73,4.74,4.61,4.61
Spring,2015,RANDALL TRZECIAK,ISM,95737,NOSQL DATABASE MGT,K4,Lect,9,10,90%,,9.5,4.44,4.67,4.56,4.44,4.56,4.56,4.44,4.44,4.44
Spring,2015,PAWAN KHERA,ISM,95741,E-BUSINESS MANGMNT,A3,Lect,8,8,100%,,8,4,4.13,4.25,4.13,4.5,4.38,4.63,4,4
Spring,2015,WILLIAM CLAYCOMB,ISM,95748,SOFTWARE & SECURITY,A3,Lect,21,28,75%,,10.33,3.67,2.57,2.52,2.75,3.1,2.38,4.43,2.24,2.19
Spring,2015,WILLIAM CLAYCOMB,ISM,95749,CRYPTOGRAPHY,A4,Lect,25,33,76%,,8,3.32,2.8,2.72,2.64,2.88,2.68,3.92,2.6,2.6
Spring,2015,RICHARD CARALLI,ISM,95752,INTRO INFO SEC MGT,Z,Lect,16,25,64%,,10.47,3.63,3.75,3.94,3.25,4.19,4.13,4,3.38,3.5
Spring,2015,MARTIN LINDNER,ISM,95753,INTERNET SECURITY,Z3,Lect,20,31,65%,,8.3,4.85,4.63,4.6,4.35,4.75,4.7,4.85,4.68,4.5
Spring,2015,RICHARD CARALLI,ISM,95756,INFO SECURTY RSK ANA,A3,Lect,28,36,78%,,7.79,4.64,4.57,4.68,4.25,4.75,4.79,4.68,4.64,4.5
Spring,2015,RICHARD CARALLI,ISM,95756,INFO SECURTY RSK ANA,Z3,Lect,13,22,59%,,9.92,4.69,4.38,4.62,4.08,4.83,4.92,4.92,4.69,4.46
Spring,2015,RAHUL TELANG,ISM,95757,INFO SEC POL & MGT,A4,Lect,7,12,58%,,8.43,4.86,4.29,4,4.29,4.43,4.43,5,4.43,4.43
Spring,2015,JOSEPH MAYES,ISM,95758,NETWK & INTERNET SEC,A,Lect,17,24,71%,,10.13,4.35,4.06,3.94,3.71,4.35,4.29,4.65,4.12,4.06
Spring,2015,STEPHEN ROEHRIG,ISM,95760,DCSN MKG UNCERTAINTY,A4,Lect,16,21,76%,,11.53,4.31,4.5,4.44,4.38,4.69,4.63,4.69,4.38,4.56
Spring,2015,STEPHEN ROEHRIG,ISM,95760,DCSN MKG UNCERTAINTY,B4,Lect,18,25,72%,,10.94,4.12,4.18,4.41,3.88,4.35,4.29,4.24,4.12,4.06
Spring,2015,SAMUEL MERRELL,ISM,95761,CYBSC CRITL INFT,Z4,Lect,19,29,66%,,10.21,4.79,4.58,4.53,4.58,4.58,4.47,4.89,4.53,4.26
Spring,2015,TIMOTHY SHIMEALL,ISM,95768,DEFENSIVE HACKING,A,Lect,28,31,90%,,6.44,4.07,4.18,4.04,3.46,4.18,3.79,4.43,3.86,3.61
Spring,2015,MICHAEL MCCARTHY,ISM,95771,DATA STRUC & ALGRTHM,A,Lect,27,35,77%,,13.37,4.52,4.41,4.44,4.22,4.41,4.56,4.59,4.48,4.33
Spring,2015,KARYN MOORE,ISM,95774,BUSINESS PROCESS MDL,A3,Lect,9,13,69%,,11.5,4.56,4.44,4.44,4.78,4.67,4.44,4.67,4.78,4.33
Spring,2015,KARYN MOORE,ISM,95774,BUSINESS PROCESS MDL,B3,Lect,25,33,76%,,12.68,4.6,4.68,4.64,4.48,4.52,4.64,4.72,4.72,4.64
Spring,2015,ARTUR DUBRAWSKI,ISM,95791,DATA MINING,A3,Lect,36,57,63%,,16.53,4.22,4.14,4.22,3.57,4.25,4.11,4.25,4.03,4.03
Spring,2015,ARTUR DUBRAWSKI,ISM,95791,DATA MINING,B3,Lect,23,32,72%,,18.04,3.87,4.04,4.09,3.7,4.35,4.04,4.39,4,4
Spring,2015,MURLIKRISHNA VISWANATHAN,ISM,95791,DATA MINING,K4,Lect,24,30,80%,,11.1,4.13,3.88,3.83,3.83,3.88,3.96,4.5,3.88,3.63
Spring,2015,JOHN SHANTZ,ISM,95797,DATA WAREHOUSING,A3,Lect,35,40,88%,,8.59,4.09,4.14,4.23,4.14,4.29,4.17,4.63,4.17,4.14
Spring,2015,BEIBEI LI,ISM,95797,DATA WAREHOUSING,B3,Lect,35,40,88%,,7.73,3.97,3.94,3.82,3.57,3.89,3.69,4.35,3.74,3.63
Spring,2015,ANTHONY JENKINS,ISM,95797,DATA WAREHOUSING,Z4,Lect,22,34,65%,,9.55,3.36,3.32,3.64,2.73,3.68,3.64,4.05,3.14,3.27
Spring,2015,DENNIS MOUL,ISM,95799,LINUX & OPEN SOURCE,A4,Lect,37,49,76%,,7.31,4.7,4.76,4.73,4.49,4.68,4.76,4.73,4.7,4.59
Spring,2015,DENNIS MOUL,ISM,95799,LINUX & OPEN SOURCE,K3,Lect,18,19,95%,,8.61,4.44,4.5,4.61,4.61,4.56,4.65,4.67,4.56,4.28
Spring,2015,STACEY SABO,ISM,95807,OBJCT-ORNTD PROG JAV,Z,Lect,12,22,55%,,12.33,4.33,4.42,4.36,3.75,4.17,4.09,4.75,4.09,3.92
Spring,2015,RAKESH THAPAR,ISM,95808,IT PROJECT MANAGEMNT,A4,Lect,11,13,85%,,9.18,4.45,4.45,4.36,4.55,4.82,4.73,4.91,4.55,4.36
Spring,2015,SUMMER FOWLER,ISM,95808,IT PROJECT MANAGEMNT,B3,Lect,20,20,100%,,7.05,4.6,4.45,4.45,4.3,4.45,4.55,4.7,4.4,4.25
Spring,2015,RIAZ ESMAIL ZADEH,ISM,95808,IT PROJECT MANAGEMNT,K4,Lect,10,14,71%,,10.8,4.3,4.3,4.2,4.1,4.3,4.2,4.4,4.3,4.5
Spring,2015,RYAN SMALLEY,ISM,95812,INTR ITIL FRAMEWORK,A4,Lect,25,35,71%,,6.43,4.72,4.76,4.84,4.68,4.76,4.84,4.8,4.72,4.6
Spring,2015,PEDRO FERREIRA,ISM,95819,MEAS CAUCAL EFF ONLI,A3,Lect,5,7,71%,,6.5,4.8,5,5,4.75,4.8,4.8,5,5,5
Spring,2015,THOMAS MURRAY,ISM,95820,STRTGC MNGMT & IMPLE,A3,Lect,6,8,75%,,9,4.67,4.17,4.33,5,4.33,4.17,5,4.33,4.17
Spring,2015,THOMAS MURRAY,ISM,95821,PRODCT MNGMNT IN IT,A4,Lect,24,37,65%,,7.25,4.54,4.54,4.67,4.38,4.5,4.42,4.71,4.46,4.38
Spring,2015,JOSEPH MERTZ,ISM,95822,IT CONSULTING,A,Lect,8,8,100%,,12.25,4.25,4.38,4.5,4.5,4.38,4.43,4.25,4.5,4.38
Spring,2015,MARK YANALITIS,ISM,95831,ENTERPRISE ARCHTCTRS,A4,Lect,14,18,78%,,7.25,3.93,3.79,4,3.79,4.07,4.14,4.21,4.07,4.14
Spring,2015,MARK YANALITIS,ISM,95831,ENTERPRISE ARCHTCTRS,Z3,Lect,18,27,67%,,11.22,3.94,3.28,3.72,3.72,4.22,4.22,4.28,3.83,3.44
Spring,2015,ARTUR DUBRAWSKI,ISM,95852,APPLIED DATA SCIENCE,A4,Lect,35,55,64%,,10.51,3.57,3.43,3.49,3.46,3.94,3.66,3.46,3.43,3.26
Spring,2015,JAMES CALLAN,ISM,95865,TEXT ANALYTICS,A4,Lect,20,32,63%,,11,4.6,4.55,4.65,4.2,4.65,4.45,4.7,4.4,4.26
Spring,2015,JAMES CALLAN,ISM,95865,TEXT ANALYTICS,K4,Lect,15,19,79%,,17,4.47,4.47,4.53,4.53,4.4,4.4,4.53,4.47,4.07
Spring,2015,RAHUL TELANG,ISM,95866,ADV BUSINESS ANALYTC,A4,Lect,32,49,65%,,8.19,3.97,3.63,3.72,3.72,3.97,3.91,4.44,3.72,3.91
Spring,2015,DAVID CHOI,ISM,95868,EXPG VISUALZG DATA,A3,Lect,22,28,79%,,10.75,3.82,4.14,3.95,3.82,3.95,4,3.95,3.86,3.86
Spring,2015,DAVID CHOI,ISM,95868,EXPG VISUALZG DATA,B4,Lect,32,43,74%,,9.46,4.28,4.34,4.5,3.94,4.28,4.47,4.53,4.34,4.5
Spring,2015,STEPHEN ROEHRIG,ISM,95869,HADOOP & MAPREDUCE,A4,Lect,13,21,62%,,10.73,3.46,3.15,3,3.31,3.08,2.85,4.15,3.31,3.15
Spring,2015,"KHERA, P. (co-taught)",ISM,95872,ART & SCI BUS ANALY,A3,Lect,16,25,64%,,7.4,3.88,3.94,3.94,3.87,3.94,4,4.06,3.88,3.88
Spring,2015,"HASHIMI, S. (co-taught)",ISM,95872,ART & SCI BUS ANALY,A3,Lect,16,25,64%,,7.4,4.31,4.25,4.25,4.19,4.31,4.44,4.31,4.38,4
Spring,2015,PAWAN KHERA,ISM,95872,ART & SCI BUS ANALY,Z4,Lect,17,29,59%,,8.88,3.88,3.59,3.53,3.65,4.12,3.94,4.35,3.88,3.63
Spring,2015,VIBHANSHU ABHISHEK,ISM,95873,DGTL MKTG ANALYTICS,A3,Lect,24,30,80%,,8.57,4.54,4.38,4.33,4.17,4.46,4.33,4.67,4.33,4.21
Spring,2015,JOHN DAVIS,ISM,95874,AGILE METHODS,A4,Lect,18,26,69%,,8.35,4.47,4.39,4.56,4.39,4.5,4.44,4.67,4.39,4.22
Spring,2015,RODRIGO BELO,ISM,95877,PYTH FOR DATA ANA,A4,Lect,33,47,70%,,11.18,3.73,3.61,3.7,3.36,3.42,3.61,4.22,3.24,3.36
Spring,2015,SIYUAN LIU,ISM,95879,MOBILE INTEL & BUS,A4,Lect,16,17,94%,,11,4.69,3.44,3.69,4.44,4.38,3.56,4.81,3.88,3.94
Spring,2015,COLIN UNDERWOOD,ISM,95900,INTERNSHIP,K,Lect,3,7,43%,,18.67,2.5,3.5,2.5,2.5,2.5,2.5,3.5,2.5,4.5
Spring,2015,RIAZ ESMAIL ZADEH,ISM,95903,INDEPENDENT STUDY,K,Lect,1,2,50%,,11,5,5,5,5,5,5,5,5,5
Spring,2015,ARI LIGHTMAN,ISM,95906,INDEPENDENT STUDY,B,Lect,2,2,100%,,6.5,4,3.5,3.5,4,4,5,5,5,5
Spring,2015,KARYN MOORE,PMP,91802,INFORMTN SYS MANGERS,A,Lect,9,10,90%,,11,4.89,4.78,4.78,4.56,4.89,4.67,4.67,4.56,4.56
Spring,2015,MARK WESSEL,PMP,91803,ECO PRINC PLCY ANLYS,A,Lect,25,35,71%,,8.5,4.44,4.4,4.36,3.92,4.36,4.24,4.64,4.24,3.88
Spring,2015,MARK WESSEL,PMP,91803,ECO PRINC PLCY ANLYS,K,Lect,3,4,75%,,15.33,4.67,5,4.67,4.33,3.67,4.33,5,4.67,4.33
Spring,2015,ROBERT BARTOLACCI,PMP,91804,FINANCL ANLYS MANGRS,A,Lect,17,19,89%,,6.82,4.41,4,4.12,3.76,4.41,3.94,4.59,3.82,3.82
Spring,2015,DENISE ROUSSEAU,PMP,91807,STRGC HUMN RESC MANG,A4,Lect,15,16,94%,,7.14,4.73,4.47,4.4,4.47,4.67,4.6,4.67,4.67,4.47
Spring,2015,DENISE ROUSSEAU,PMP,91809,ORGANIZATNL CHANGE,A4,Lect,30,32,94%,,5.5,4.7,4.47,4.7,4.43,4.7,4.73,4.9,4.77,4.7
Spring,2015,TIMOTHY OLOUGHLIN,PMP,91820,STRATEGIC PLANNING,K,Lect,7,13,54%,,8.86,4.57,4.29,4.43,4.14,4.29,4.43,4.43,4,4.29
Spring,2015,LINDA CHAOUSIS,PMP,91843,POWER AND INFLUENCE,K3,Lect,6,9,67%,,7.5,4.83,4.67,4.83,4.83,4.33,4.5,4.83,4.5,4.33
Spring,2015,LOLA MASON,PMP,91869,CONFLICT RESOLUTION,A4,Lect,10,13,77%,,7.7,5,4.9,4.9,4.9,5,4.9,5,4.9,5
Spring,2015,SILVIA BORZUTZKY,PPP,90703,WOMEN & PUBLIC POLCY,A3,Lect,9,11,82%,,6.13,4.89,4.11,4.33,4.67,4.78,4.56,4.89,4.67,4.78
Spring,2015,TIMOTHY OLOUGHLIN,PPP,90705,POLICY ANALYSIS I,K,Lect,3,4,75%,,15.33,5,5,5,5,5,5,5,5,5
Spring,2015,PETER MADSEN,PPP,90708,HEALTHCARE ETHICS,A4,Lect,38,40,95%,,4.29,4.29,3.97,4.21,3.55,4.26,4.39,4.05,4.16,4.08
Spring,2015,JANUSZ SZCZYPULA,PPP,90711,EMP MTHD PUB POL MGT,K,Lect,16,19,84%,,11.75,3.75,4.19,3.88,3.69,3.69,3.69,3.75,3.75,3.75
Spring,2015,SILVIA BORZUTZKY,PPP,90713,POL & PLTCS INTL PER,A,Lect,17,29,59%,,9.12,4.24,4.41,4.18,4.53,4.47,4.53,4.47,4.59,4.35
Spring,2015,SILVIA BORZUTZKY,PPP,90713,POL & PLTCS INTL PER,B,Lect,15,17,88%,,10,4.6,4.47,4.27,4.47,4.53,4.2,4.13,4.4,4.27
Spring,2015,SILVIA BORZUTZKY,PPP,90714,POL & PLTC AM POL IN,A,Lect,14,20,70%,,9.14,4.57,4.57,4.29,4.5,4.64,4.71,4.43,4.57,4.36
Spring,2015,STACY ROSENBERG,PPP,90718,STRTGC PRSNTN SKILLS,A3,Lect,9,11,82%,,8.44,4.78,4.78,4.89,4.67,4.78,4.78,4.78,4.78,4.67
Spring,2015,KIM HYATT,PPP,90718,STRTGC PRSNTN SKILLS,B3,Lect,8,10,80%,,7,5,5,5,5,5,5,5,5,4.88
Spring,2015,KIM HYATT,PPP,90718,STRTGC PRSNTN SKILLS,C3,Lect,7,7,100%,,4.57,4.71,5,5,5,4.86,5,4.71,4.71,4.57
Spring,2015,BETH WALTER,PPP,90718,STRTGC PRSNTN SKILLS,E4,Lect,6,12,50%,,6.2,4.5,4.33,4.33,4.5,4.5,4.5,4.5,4.8,4.5
Spring,2015,BETH WALTER,PPP,90718,STRTGC PRSNTN SKILLS,F4,Lect,9,13,69%,,6,4,3.89,3.33,3.44,3.44,3.33,4,3,2.56
Spring,2015,STACY ROSENBERG,PPP,90718,STRTGC PRSNTN SKILLS,G3,Lect,9,12,75%,,8.44,4.78,4.78,4.89,5,4.89,5,4.89,4.89,4.89
Spring,2015,KIM HYATT,PPP,90718,STRTGC PRSNTN SKILLS,H3,Lect,11,12,92%,,4.73,4.82,4.73,4.64,4.55,4.64,4.73,4.73,4.64,4.64
Spring,2015,BETH WALTER,PPP,90718,STRTGC PRSNTN SKILLS,I4,Lect,7,9,78%,,8,4.67,4.43,4.29,4.71,4.43,4.57,4.71,4.43,4.14
Spring,2015,LAURA SYNNOTT,PPP,90721,HEALTHCARE MNGEMNT,A3,Lect,28,30,93%,,9.07,4.5,4.25,4.21,3.82,4.46,4.36,4.61,4.43,4.32
Spring,2015,JONATHAN CAULKINS,PPP,90722,MNGMNT SCIENCE I,A3,Lect,21,30,70%,,12.38,4,4.52,4.57,3.33,4.67,4.29,3.71,4.1,4.33
Spring,2015,JONATHAN CAULKINS,PPP,90722,MNGMNT SCIENCE I,B3,Lect,32,44,73%,,12.61,4.13,4.41,4.44,3.78,4.47,4.06,4.03,4.09,4
Spring,2015,JONATHAN CAULKINS,PPP,90722,MNGMNT SCIENCE I,C3,Lect,24,33,73%,,14.88,4.33,4.38,4.38,3.71,4.54,4.04,3.88,4.33,4.21
Spring,2015,ADAM RESNICK,PPP,90722,MNGMNT SCIENCE I,D3,Lect,18,24,75%,,14.12,4.39,3.72,3.44,3.44,4.12,3.17,4.89,3.33,3.5
Spring,2015,KATHLEEN SMITH,PPP,90724,FINANCIAL ANALYSIS,A,Lect,42,42,100%,,9.17,3.93,4.17,4.24,3.48,4,4,4.45,3.95,3.74
Spring,2015,KATHLEEN SMITH,PPP,90724,FINANCIAL ANALYSIS,B,Lect,38,39,97%,,9.29,3.95,4.08,4.05,3.37,3.79,3.82,4.11,3.58,3.37
Spring,2015,KATHLEEN SMITH,PPP,90724,FINANCIAL ANALYSIS,C,Lect,31,33,94%,,7.1,4.23,4.29,4.19,3.55,4.23,4.1,4.47,3.97,3.74
Spring,2015,TIONG LIM,PPP,90724,FINANCIAL ANALYSIS,K,Lect,14,18,78%,,13.5,4.64,3.79,3.79,3.57,4.31,3.86,4.21,3.86,3.93
Spring,2015,GEORGE WHITMER,PPP,90733,URBAN DEVELOPMENT,A3,Lect,11,19,58%,,5,4.27,3.73,3.73,3.73,4.27,3.9,4.73,3.9,3.82
Spring,2015,JANE DOWNING,PPP,90734,URBAN POLICY,A4,Lect,12,12,100%,,6,4.58,4.33,4.17,4.08,4.42,4.42,4.92,4.25,3.75
Spring,2015,PAUL CHAPMAN,PPP,90740,SYSTEMS SYNTHESIS,K,Lect,3,4,75%,,15.33,3.67,3.67,4,4.33,3.67,3.67,3.67,3.67,4
Spring,2015,PAUL CHAPMAN,PPP,90740,SYSTEMS SYNTHESIS,L,Lect,6,7,86%,,9.5,4.5,4.33,4.67,4.33,4.33,4.33,4.17,4.17,4.17
Spring,2015,TIMOTHY OLOUGHLIN,PPP,90740,SYSTEMS SYNTHESIS,N,Lect,6,8,75%,,11.5,4,3.5,3.5,3.83,4.17,3.83,4.5,4,4
Spring,2015,KATHLEEN SMITH,PPP,90744,ACCTG CTR NON PROFIT,A3,Lect,4,7,57%,,5,5,4.75,4.5,5,5,5,5,5,5
Spring,2015,PATRICIA FOLAN,PPP,90748,REAL EST DEVLPMENT,A4,Lect,11,17,65%,,7.18,3.55,3.64,3.73,3.55,3.91,3.64,4.45,3.36,3.27
Spring,2015,JONATHAN CAULKINS,PPP,90760,MANAGMENT SCIENCE II,A4,Lect,18,30,60%,,11.94,4.28,4.39,4.28,3.71,4.56,4.06,4,4.33,4.39
Spring,2015,JONATHAN CAULKINS,PPP,90760,MANAGMENT SCIENCE II,B4,Lect,23,38,61%,,13.26,4.61,4.7,4.78,4.17,4.57,4.61,4.43,4.57,4.52
Spring,2015,JONATHAN CAULKINS,PPP,90760,MANAGMENT SCIENCE II,C4,Lect,24,35,69%,,11.05,4.71,4.63,4.67,4.13,4.79,4.71,4.42,4.54,4.58
Spring,2015,ADAM RESNICK,PPP,90760,MANAGMENT SCIENCE II,D4,Lect,19,30,63%,,10.72,4.53,4.05,3.89,3.58,4.11,3.89,4.89,3.89,4
Spring,2015,JOEL TARR,PPP,90765,CITIES TECH ENVIRNMT,A3,Lect,11,15,73%,,5.82,4.27,3.64,3.91,3.55,4.55,4.18,4.82,4.18,4
Spring,2015,GEORGE MEHAN,PPP,90766,MG URB WATERS SUPPLY,A3,Lect,5,7,71%,,8,4,4,4,2.5,5,4.5,4.75,3.75,4
Spring,2015,KAREN CLAY,PPP,90768,ENGRY & THE ENVRNMT,A,Lect,6,6,100%,,10,4.33,4,4,4.33,4.17,4.17,4.5,4,4
Spring,2015,Robert Strauss,PPP,90774,PUBLIC EXPEND ANALY,A,Lect,8,8,100%,,9.63,4,4.13,4,2.75,4,2.88,3.43,3.25,3.88
Spring,2015,GARY FRANKO,PPP,90782,MULTI MEDIA,A,Lect,14,19,74%,,9.46,5,5,5,4.79,4.86,4.93,4.93,4.86,4.93
